timestamp,sensor,variable,value
1779906789830,imu,mag_x,-5.2
1779906789830,imu,mag_y,1.3
1779906789830,imu,mag_z,-1.7000000000000002
1779906789929,baro,presion,1012.4
1779906789929,baro,temp,19.71
1779906789929,baro,alt,500.7
1779906790030,gps,lat,-33.299597
1779906790030,gps,lon,-70.60059
1779906790030,gps,alt,503.0
1779906790832,imu,accel_x,0.53
1779906790832,imu,accel_y,1.49
1779906790832,imu,accel_z,9.76
1779906790832,imu,gyro_x,-0.37
1779906790832,imu,gyro_y,-0.05
1779906790832,imu,gyro_z,0.03
1779906790832,imu,mag_x,19.1
1779906790832,imu,mag_y,-3.4000000000000004
1779906790832,imu,mag_z,-5.6000000000000005
1779906790932,baro,presion,1013.0
1779906790932,baro,temp,20.33
1779906790932,baro,alt,500.7
1779906791032,gps,lat,-33.30069
1779906791032,gps,lon,-70.600533
1779906791032,gps,alt,497.0
1779906791835,imu,accel_x,-0.42
1779906791835,imu,accel_y,-1.68
1779906791835,imu,accel_z,9.72
1779906791835,imu,gyro_x,0.09
1779906791835,imu,gyro_y,0.14
1779906791835,imu,gyro_z,0.32
1779906791835,imu,mag_x,9.1
1779906791835,imu,mag_y,28.1
1779906791835,imu,mag_z,5.6000000000000005
1779906791934,baro,presion,1013.7
1779906791934,baro,temp,20.37
1779906791934,baro,alt,500.1
1779906792035,gps,lat,-33.299805
1779906792035,gps,lon,-70.600667
1779906792035,gps,alt,497.0
1779906792838,imu,accel_x,-1.3
1779906792838,imu,accel_y,1.8
1779906792838,imu,accel_z,9.8
1779906792838,imu,gyro_x,-0.01
1779906792838,imu,gyro_y,0.48
1779906792838,imu,gyro_z,0.47000000000000003
1779906792838,imu,mag_x,22.5
1779906792838,imu,mag_y,3.1
1779906792838,imu,mag_z,9.0
1779906792937,baro,presion,1013.7
1779906792937,baro,temp,20.39
1779906792937,baro,alt,499.6
1779906793039,gps,lat,-33.299567
1779906793039,gps,lon,-70.600835
1779906793039,gps,alt,502.0
1779906793841,imu,accel_x,1.73
1779906793841,imu,accel_y,0.07
1779906793841,imu,accel_z,9.73
1779906793841,imu,gyro_x,-0.46
1779906793841,imu,gyro_y,0.11
1779906793841,imu,gyro_z,-0.44
1779906793841,imu,mag_x,-10.700000000000001
1779906793841,imu,mag_y,12.700000000000001
1779906793841,imu,mag_z,-22.400000000000002
1779906793940,baro,presion,1012.2
1779906793940,baro,temp,20.19
1779906793940,baro,alt,499.3
1779906794040,gps,lat,-33.299686
1779906794040,gps,lon,-70.60091
1779906794040,gps,alt,495.0
1779906794842,imu,accel_x,0.8300000000000001
1779906794842,imu,accel_y,-0.44
1779906794842,imu,accel_z,9.81
1779906794842,imu,gyro_x,0.06
1779906794842,imu,gyro_y,-0.43
1779906794842,imu,gyro_z,0.04
1779906794842,imu,mag_x,0.7000000000000001
1779906794842,imu,mag_y,-20.1
1779906794842,imu,mag_z,8.6
1779906794942,baro,presion,1013.1
1779906794942,baro,temp,20.05
1779906794942,baro,alt,500.2
1779906795043,gps,lat,-33.299334
1779906795043,gps,lon,-70.599333
1779906795043,gps,alt,501.0
1779906795846,imu,accel_x,-0.5700000000000001
1779906795846,imu,accel_y,-1.49
1779906795846,imu,accel_z,9.76
1779906795846,imu,gyro_x,-0.35000000000000003
1779906795846,imu,gyro_y,0.05
1779906795846,imu,gyro_z,-0.27
1779906795846,imu,mag_x,11.600000000000001
1779906795846,imu,mag_y,18.8
1779906795846,imu,mag_z,22.1
1779906795945,baro,presion,1013.5
1779906795945,baro,temp,19.51
1779906795945,baro,alt,500.8
1779906796045,gps,lat,-33.299604
1779906796045,gps,lon,-70.600174
1779906796045,gps,alt,501.0
1779906796849,imu,accel_x,-1.0
1779906796849,imu,accel_y,-0.18
1779906796849,imu,accel_z,9.82
1779906796849,imu,gyro_x,0.23
1779906796849,imu,gyro_y,-0.22
1779906796849,imu,gyro_z,0.07
1779906796849,imu,mag_x,27.6
1779906796849,imu,mag_y,13.8
1779906796849,imu,mag_z,5.9
1779906796947,baro,presion,1013.6
1779906796947,baro,temp,19.98
1779906796947,baro,alt,499.5
1779906797048,gps,lat,-33.300122
1779906797048,gps,lon,-70.599867
1779906797048,gps,alt,501.0
1779906797851,imu,accel_x,1.02
1779906797851,imu,accel_y,-1.0
1779906797851,imu,accel_z,9.74
1779906797851,imu,gyro_x,0.14
1779906797851,imu,gyro_y,0.23
1779906797851,imu,gyro_z,-0.34
1779906797851,imu,mag_x,25.700000000000003
1779906797851,imu,mag_y,-3.6
1779906797851,imu,mag_z,5.4
1779906797950,baro,presion,1012.3
1779906797950,baro,temp,20.12
1779906797950,baro,alt,500.0
1779906798052,gps,lat,-33.299206
1779906798052,gps,lon,-70.600712
1779906798052,gps,alt,499.0
1779906798854,imu,accel_x,-1.0
1779906798854,imu,accel_y,-1.94
1779906798854,imu,accel_z,9.86
1779906798854,imu,gyro_x,0.42
1779906798854,imu,gyro_y,-0.15
1779906798854,imu,gyro_z,-0.41000000000000003
1779906798854,imu,mag_x,-6.800000000000001
1779906798854,imu,mag_y,-1.3
1779906798854,imu,mag_z,-11.8
1779906798953,baro,presion,1013.1
1779906798953,baro,temp,20.18
1779906798953,baro,alt,500.7
1779906799054,gps,lat,-33.299383
1779906799054,gps,lon,-70.600014
1779906799054,gps,alt,504.0
1779906799856,imu,accel_x,1.01
1779906799856,imu,accel_y,-0.21
1779906799856,imu,accel_z,9.85
1779906799856,imu,gyro_x,-0.04
1779906799856,imu,gyro_y,-0.05
1779906799856,imu,gyro_z,-0.2
1779906799856,imu,mag_x,3.2
1779906799856,imu,mag_y,-5.2
1779906799856,imu,mag_z,-28.400000000000002
1779906799956,baro,presion,1013.9
1779906799956,baro,temp,20.34
1779906799956,baro,alt,500.4
1779906800057,gps,lat,-33.299145
1779906800057,gps,lon,-70.599683
1779906800057,gps,alt,502.0
1779906800859,imu,accel_x,1.11
1779906800859,imu,accel_y,-1.71
1779906800859,imu,accel_z,9.85
1779906800859,imu,gyro_x,0.0
1779906800859,imu,gyro_y,0.06
1779906800859,imu,gyro_z,0.39
1779906800859,imu,mag_x,-8.8
1779906800859,imu,mag_y,26.1
1779906800859,imu,mag_z,5.9
1779906800959,baro,presion,1013.7
1779906800959,baro,temp,19.95
1779906800959,baro,alt,500.9
1779906801059,gps,lat,-33.300869
1779906801059,gps,lon,-70.600706
1779906801059,gps,alt,502.0
1779906801861,imu,accel_x,1.53
1779906801861,imu,accel_y,0.25
1779906801861,imu,accel_z,9.71
1779906801861,imu,gyro_x,0.31
1779906801861,imu,gyro_y,0.13
1779906801861,imu,gyro_z,0.48
1779906801861,imu,mag_x,-25.8
1779906801861,imu,mag_y,19.700000000000003
1779906801861,imu,mag_z,-24.700000000000003
1779906801961,baro,presion,1012.5
1779906801961,baro,temp,19.7
1779906801961,baro,alt,500.0
1779906802063,gps,lat,-33.299457
1779906802063,gps,lon,-70.599875
1779906802063,gps,alt,495.0
1779906802864,imu,accel_x,-0.35000000000000003
1779906802864,imu,accel_y,1.95
1779906802864,imu,accel_z,9.72
1779906802864,imu,gyro_x,-0.16
1779906802864,imu,gyro_y,-0.4
1779906802864,imu,gyro_z,-0.39
1779906802864,imu,mag_x,0.6000000000000001
1779906802864,imu,mag_y,17.400000000000002
1779906802864,imu,mag_z,-13.9
1779906802965,baro,presion,1012.6
1779906802965,baro,temp,19.73
1779906802965,baro,alt,500.1
1779906803065,gps,lat,-33.300459
1779906803065,gps,lon,-70.600957
1779906803065,gps,alt,498.0
1779906803867,imu,accel_x,-1.16
1779906803867,imu,accel_y,-1.82
1779906803867,imu,accel_z,9.71
1779906803867,imu,gyro_x,-0.04
1779906803867,imu,gyro_y,0.12
1779906803867,imu,gyro_z,0.22
1779906803867,imu,mag_x,-25.1
1779906803867,imu,mag_y,8.8
1779906803867,imu,mag_z,-7.4
1779906803967,baro,presion,1013.4
1779906803967,baro,temp,19.94
1779906803967,baro,alt,499.5
1779906804069,gps,lat,-33.300219
1779906804069,gps,lon,-70.600574
1779906804069,gps,alt,498.0
1779906804869,imu,accel_x,0.71
1779906804869,imu,accel_y,0.26
1779906804869,imu,accel_z,9.78
1779906804869,imu,gyro_x,0.09
1779906804869,imu,gyro_y,0.35000000000000003
1779906804869,imu,gyro_z,-0.27
1779906804869,imu,mag_x,25.8
1779906804869,imu,mag_y,-18.8
1779906804869,imu,mag_z,-3.4000000000000004
1779906804969,baro,presion,1012.3
1779906804969,baro,temp,19.73
1779906804969,baro,alt,499.2
1779906805070,gps,lat,-33.299826
1779906805070,gps,lon,-70.600677
1779906805070,gps,alt,498.0
1779906805873,imu,accel_x,-1.37
1779906805873,imu,accel_y,-1.54
1779906805873,imu,accel_z,9.72
1779906805873,imu,gyro_x,0.44
1779906805873,imu,gyro_y,-0.25
1779906805873,imu,gyro_z,-0.14
1779906805873,imu,mag_x,0.9
1779906805873,imu,mag_y,-4.0
1779906805873,imu,mag_z,-16.6
1779906805972,baro,presion,1013.9
1779906805972,baro,temp,20.13
1779906805972,baro,alt,499.2
1779906806072,gps,lat,-33.299609
1779906806072,gps,lon,-70.600669
1779906806072,gps,alt,502.0
1779906806875,imu,accel_x,-1.6300000000000001
1779906806875,imu,accel_y,1.8
1779906806875,imu,accel_z,9.84
1779906806875,imu,gyro_x,0.0
1779906806875,imu,gyro_y,0.43
1779906806875,imu,gyro_z,0.05
1779906806875,imu,mag_x,-25.6
1779906806875,imu,mag_y,22.3
1779906806875,imu,mag_z,28.400000000000002
1779906806974,baro,presion,1013.3
1779906806974,baro,temp,19.8
1779906806974,baro,alt,499.8
1779906807075,gps,lat,-33.299114
1779906807075,gps,lon,-70.59994
1779906807075,gps,alt,503.0
1779906807878,imu,accel_x,-1.04
1779906807878,imu,accel_y,-0.81
1779906807878,imu,accel_z,9.790000000000001
1779906807878,imu,gyro_x,0.29
1779906807878,imu,gyro_y,-0.12
1779906807878,imu,gyro_z,-0.22
1779906807878,imu,mag_x,-29.900000000000002
1779906807878,imu,mag_y,-14.5
1779906807878,imu,mag_z,-27.1
1779906807978,baro,presion,1012.0
1779906807978,baro,temp,20.15
1779906807978,baro,alt,499.1
1779906808078,gps,lat,-33.299226
1779906808078,gps,lon,-70.599727
1779906808078,gps,alt,501.0
1779906808881,imu,accel_x,1.27
1779906808881,imu,accel_y,-0.23
1779906808881,imu,accel_z,9.71
1779906808881,imu,gyro_x,0.13
1779906808881,imu,gyro_y,-0.38
1779906808881,imu,gyro_z,0.2
1779906808881,imu,mag_x,7.0
1779906808881,imu,mag_y,16.1
1779906808881,imu,mag_z,-2.5
1779906808980,baro,presion,1013.4
1779906808980,baro,temp,20.44
1779906808980,baro,alt,499.7
1779906809080,gps,lat,-33.299757
1779906809080,gps,lon,-70.599467
1779906809080,gps,alt,501.0
1779906809882,imu,accel_x,-1.54
1779906809882,imu,accel_y,-0.72
1779906809882,imu,accel_z,9.77
1779906809882,imu,gyro_x,-0.09
1779906809882,imu,gyro_y,0.39
1779906809882,imu,gyro_z,0.36
1779906809882,imu,mag_x,9.8
1779906809882,imu,mag_y,-3.2
1779906809882,imu,mag_z,16.1
1779906809982,baro,presion,1013.7
1779906809982,baro,temp,19.6
1779906809982,baro,alt,500.6
1779906810083,gps,lat,-33.300697
1779906810083,gps,lon,-70.600295
1779906810083,gps,alt,504.0
1779906810886,imu,accel_x,1.58
1779906810886,imu,accel_y,-0.04
1779906810886,imu,accel_z,9.74
1779906810886,imu,gyro_x,0.15
1779906810886,imu,gyro_y,0.36
1779906810886,imu,gyro_z,-0.32
1779906810886,imu,mag_x,1.3
1779906810886,imu,mag_y,26.6
1779906810886,imu,mag_z,-22.1
1779906810985,baro,presion,1013.1
1779906810985,baro,temp,20.08
1779906810985,baro,alt,499.5
1779906811087,gps,lat,-33.299927
1779906811087,gps,lon,-70.600378
1779906811087,gps,alt,498.0
1779906811888,imu,accel_x,-0.17
1779906811888,imu,accel_y,-1.43
1779906811888,imu,accel_z,9.89
1779906811888,imu,gyro_x,0.36
1779906811888,imu,gyro_y,-0.02
1779906811888,imu,gyro_z,-0.25
1779906811888,imu,mag_x,19.0
1779906811888,imu,mag_y,-16.400000000000002
1779906811888,imu,mag_z,-5.9
1779906811987,baro,presion,1012.4
1779906811987,baro,temp,20.2
1779906811987,baro,alt,500.5
1779906812088,gps,lat,-33.300158
1779906812088,gps,lon,-70.600529
1779906812088,gps,alt,500.0
1779906812891,imu,accel_x,-0.24
1779906812891,imu,accel_y,0.28
1779906812891,imu,accel_z,9.77
1779906812891,imu,gyro_x,-0.14
1779906812891,imu,gyro_y,-0.12
1779906812891,imu,gyro_z,0.12
1779906812891,imu,mag_x,9.600000000000001
1779906812891,imu,mag_y,15.600000000000001
1779906812891,imu,mag_z,-0.1
1779906812991,baro,presion,1013.0
1779906812991,baro,temp,20.2
1779906812991,baro,alt,499.6
1779906813091,gps,lat,-33.300029
1779906813091,gps,lon,-70.599783
1779906813091,gps,alt,500.0
1779906813894,imu,accel_x,1.3900000000000001
1779906813894,imu,accel_y,-1.09
1779906813894,imu,accel_z,9.74
1779906813894,imu,gyro_x,-0.37
1779906813894,imu,gyro_y,0.29
1779906813894,imu,gyro_z,-0.46
1779906813894,imu,mag_x,-12.0
1779906813894,imu,mag_y,-20.8
1779906813894,imu,mag_z,-25.200000000000003
1779906813993,baro,presion,1013.1
1779906813993,baro,temp,20.32
1779906813993,baro,alt,499.5
1779906814094,gps,lat,-33.299547
1779906814094,gps,lon,-70.599103
1779906814094,gps,alt,503.0
1779906814897,imu,accel_x,-1.3
1779906814897,imu,accel_y,-1.8800000000000001
1779906814897,imu,accel_z,9.74
1779906814897,imu,gyro_x,0.13
1779906814897,imu,gyro_y,-0.09
1779906814897,imu,gyro_z,-0.04
1779906814897,imu,mag_x,-2.7
1779906814897,imu,mag_y,-28.3
1779906814897,imu,mag_z,26.700000000000003
1779906814996,baro,presion,1012.8
1779906814996,baro,temp,20.15
1779906814996,baro,alt,499.6
1779906815097,gps,lat,-33.29927
1779906815097,gps,lon,-70.600938
1779906815097,gps,alt,497.0
1779906815899,imu,accel_x,1.78
1779906815899,imu,accel_y,1.51
1779906815899,imu,accel_z,9.83
1779906815899,imu,gyro_x,-0.33
1779906815899,imu,gyro_y,-0.49
1779906815899,imu,gyro_z,0.18
1779906815899,imu,mag_x,-12.100000000000001
1779906815899,imu,mag_y,21.1
1779906815899,imu,mag_z,-29.3
1779906815999,baro,presion,1012.9
1779906815999,baro,temp,19.92
1779906815999,baro,alt,500.9
1779906816101,gps,lat,-33.299767
1779906816101,gps,lon,-70.600862
1779906816101,gps,alt,498.0
1779906816902,imu,accel_x,1.5
1779906816902,imu,accel_y,0.12
1779906816902,imu,accel_z,9.81
1779906816902,imu,gyro_x,0.29
1779906816902,imu,gyro_y,-0.4
1779906816902,imu,gyro_z,0.08
1779906816902,imu,mag_x,7.9
1779906816902,imu,mag_y,14.600000000000001
1779906816902,imu,mag_z,5.0
1779906817002,baro,presion,1012.1
1779906817002,baro,temp,20.08
1779906817002,baro,alt,500.6
1779906817102,gps,lat,-33.300149
1779906817102,gps,lon,-70.60089
1779906817102,gps,alt,500.0
1779906817905,imu,accel_x,1.1300000000000001
1779906817905,imu,accel_y,1.96
1779906817905,imu,accel_z,9.74
1779906817905,imu,gyro_x,-0.47000000000000003
1779906817905,imu,gyro_y,0.37
1779906817905,imu,gyro_z,-0.05
1779906817905,imu,mag_x,-9.8
1779906817905,imu,mag_y,-3.1
1779906817905,imu,mag_z,-4.1000000000000005
1779906818005,baro,presion,1013.7
1779906818005,baro,temp,19.71
1779906818005,baro,alt,499.0
1779906818105,gps,lat,-33.300735
1779906818105,gps,lon,-70.60079
1779906818105,gps,alt,497.0
1779906818907,imu,accel_x,-0.67
1779906818907,imu,accel_y,0.72
1779906818907,imu,accel_z,9.75
1779906818907,imu,gyro_x,-0.45
1779906818907,imu,gyro_y,-0.07
1779906818907,imu,gyro_z,-0.05
1779906818907,imu,mag_x,23.700000000000003
1779906818907,imu,mag_y,-8.9
1779906818907,imu,mag_z,22.3
1779906819007,baro,presion,1012.1
1779906819007,baro,temp,20.3
1779906819007,baro,alt,499.9
1779906819107,gps,lat,-33.300109
1779906819107,gps,lon,-70.599987
1779906819107,gps,alt,498.0
1779906819910,imu,accel_x,0.58
1779906819910,imu,accel_y,-1.42
1779906819910,imu,accel_z,9.75
1779906819910,imu,gyro_x,0.46
1779906819910,imu,gyro_y,-0.5
1779906819910,imu,gyro_z,0.39
1779906819910,imu,mag_x,8.0
1779906819910,imu,mag_y,19.900000000000002
1779906819910,imu,mag_z,11.0
1779906820010,baro,presion,1013.7
1779906820010,baro,temp,19.75
1779906820010,baro,alt,500.3
1779906820110,gps,lat,-33.300987
1779906820110,gps,lon,-70.600983
1779906820110,gps,alt,498.0
1779906820912,imu,accel_x,0.5700000000000001
1779906820912,imu,accel_y,-1.44
1779906820912,imu,accel_z,9.82
1779906820912,imu,gyro_x,-0.09
1779906820912,imu,gyro_y,0.19
1779906820912,imu,gyro_z,0.44
1779906820912,imu,mag_x,-29.900000000000002
1779906820912,imu,mag_y,-10.3
1779906820912,imu,mag_z,-8.9
1779906821013,baro,presion,1012.2
1779906821013,baro,temp,20.23
1779906821013,baro,alt,499.6
1779906821113,gps,lat,-33.299952
1779906821113,gps,lon,-70.599858
1779906821113,gps,alt,496.0
1779906821916,imu,accel_x,-0.9
1779906821916,imu,accel_y,-0.09
1779906821916,imu,accel_z,9.81
1779906821916,imu,gyro_x,-0.04
1779906821916,imu,gyro_y,0.01
1779906821916,imu,gyro_z,-0.21
1779906821916,imu,mag_x,-4.800000000000001
1779906821916,imu,mag_y,-17.400000000000002
1779906821916,imu,mag_z,16.3
1779906822015,baro,presion,1012.5
1779906822015,baro,temp,19.75
1779906822015,baro,alt,499.9
1779906822117,gps,lat,-33.299939
1779906822117,gps,lon,-70.600045
1779906822117,gps,alt,500.0
1779906822918,imu,accel_x,-0.78
1779906822918,imu,accel_y,1.7
1779906822918,imu,accel_z,9.81
1779906822918,imu,gyro_x,0.16
1779906822918,imu,gyro_y,0.32
1779906822918,imu,gyro_z,-0.39
1779906822918,imu,mag_x,11.3
1779906822918,imu,mag_y,4.7
1779906822918,imu,mag_z,26.3
1779906823018,baro,presion,1012.1
1779906823018,baro,temp,20.34
1779906823018,baro,alt,499.2
1779906823119,gps,lat,-33.299258
1779906823119,gps,lon,-70.600703
1779906823119,gps,alt,496.0
1779906823921,imu,accel_x,-1.8
1779906823921,imu,accel_y,-0.11
1779906823921,imu,accel_z,9.72
1779906823921,imu,gyro_x,-0.38
1779906823921,imu,gyro_y,-0.02
1779906823921,imu,gyro_z,0.22
1779906823921,imu,mag_x,-16.5
1779906823921,imu,mag_y,-28.200000000000003
1779906823921,imu,mag_z,-18.1
1779906824021,baro,presion,1012.3
1779906824021,baro,temp,19.63
1779906824021,baro,alt,499.6
1779906824121,gps,lat,-33.299446
1779906824121,gps,lon,-70.60023
1779906824121,gps,alt,499.0
1779906824924,imu,accel_x,1.55
1779906824924,imu,accel_y,-0.09
1779906824924,imu,accel_z,9.8
1779906824924,imu,gyro_x,-0.49
1779906824924,imu,gyro_y,0.05
1779906824924,imu,gyro_z,0.22
1779906824924,imu,mag_x,19.900000000000002
1779906824924,imu,mag_y,12.4
1779906824924,imu,mag_z,9.3
1779906825023,baro,presion,1012.0
1779906825023,baro,temp,19.97
1779906825023,baro,alt,499.0
1779906825125,gps,lat,-33.300518
1779906825125,gps,lon,-70.600673
1779906825125,gps,alt,501.0
1779906825926,imu,accel_x,-1.55
1779906825926,imu,accel_y,0.79
1779906825926,imu,accel_z,9.82
1779906825926,imu,gyro_x,-0.08
1779906825926,imu,gyro_y,0.29
1779906825926,imu,gyro_z,-0.22
1779906825926,imu,mag_x,11.100000000000001
1779906825926,imu,mag_y,15.5
1779906825926,imu,mag_z,0.4
1779906826025,baro,presion,1013.5
1779906826025,baro,temp,19.94
1779906826025,baro,alt,499.8
1779906826127,gps,lat,-33.300575
1779906826127,gps,lon,-70.599498
1779906826127,gps,alt,504.0
1779906826929,imu,accel_x,-1.49
1779906826929,imu,accel_y,0.53
1779906826929,imu,accel_z,9.85
1779906826929,imu,gyro_x,0.09
1779906826929,imu,gyro_y,0.29
1779906826929,imu,gyro_z,-0.47000000000000003
1779906826929,imu,mag_x,28.700000000000003
1779906826929,imu,mag_y,-24.900000000000002
1779906826929,imu,mag_z,27.5
1779906827029,baro,presion,1013.9
1779906827029,baro,temp,20.32
1779906827029,baro,alt,500.1
1779906827129,gps,lat,-33.299958
1779906827129,gps,lon,-70.600053
1779906827129,gps,alt,497.0
1779906827932,imu,accel_x,0.25
1779906827932,imu,accel_y,1.52
1779906827932,imu,accel_z,9.8
1779906827932,imu,gyro_x,-0.31
1779906827932,imu,gyro_y,0.17
1779906827932,imu,gyro_z,0.02
1779906827932,imu,mag_x,-29.700000000000003
1779906827932,imu,mag_y,20.700000000000003
1779906827932,imu,mag_z,14.8
1779906828031,baro,presion,1013.1
1779906828031,baro,temp,20.14
1779906828031,baro,alt,499.5
1779906828132,gps,lat,-33.299519
1779906828132,gps,lon,-70.599223
1779906828132,gps,alt,502.0
1779906828935,imu,accel_x,-0.47000000000000003
1779906828935,imu,accel_y,1.28
1779906828935,imu,accel_z,9.75
1779906828935,imu,gyro_x,-0.14
1779906828935,imu,gyro_y,0.05
1779906828935,imu,gyro_z,-0.36
1779906828935,imu,mag_x,8.5
1779906828935,imu,mag_y,-4.1000000000000005
1779906828935,imu,mag_z,25.3
1779906829033,baro,presion,1013.0
1779906829033,baro,temp,20.04
1779906829033,baro,alt,499.3
1779906829135,gps,lat,-33.3009
1779906829135,gps,lon,-70.599755
1779906829135,gps,alt,502.0
1779906829937,imu,accel_x,0.2
1779906829937,imu,accel_y,-0.22
1779906829937,imu,accel_z,9.85
1779906829937,imu,gyro_x,0.06
1779906829937,imu,gyro_y,-0.5
1779906829937,imu,gyro_z,-0.04
1779906829937,imu,mag_x,-30.0
1779906829937,imu,mag_y,-17.900000000000002
1779906829937,imu,mag_z,-21.5
1779906830037,baro,presion,1012.7
1779906830037,baro,temp,20.42
1779906830037,baro,alt,500.0
1779906830137,gps,lat,-33.299339
1779906830137,gps,lon,-70.599867
1779906830137,gps,alt,503.0
1779906830940,imu,accel_x,-0.77
1779906830940,imu,accel_y,1.52
1779906830940,imu,accel_z,9.83
1779906830940,imu,gyro_x,-0.33
1779906830940,imu,gyro_y,0.45
1779906830940,imu,gyro_z,0.19
1779906830940,imu,mag_x,4.800000000000001
1779906830940,imu,mag_y,-12.600000000000001
1779906830940,imu,mag_z,29.5
1779906831039,baro,presion,1012.0
1779906831039,baro,temp,20.39
1779906831039,baro,alt,499.9
1779906831140,gps,lat,-33.299451
1779906831140,gps,lon,-70.600338
1779906831140,gps,alt,503.0
1779906831943,imu,accel_x,-1.11
1779906831943,imu,accel_y,-1.06
1779906831943,imu,accel_z,9.77
1779906831943,imu,gyro_x,0.43
1779906831943,imu,gyro_y,0.37
1779906831943,imu,gyro_z,0.08
1779906831943,imu,mag_x,16.1
1779906831943,imu,mag_y,-12.100000000000001
1779906831943,imu,mag_z,-6.300000000000001
1779906832041,baro,presion,1012.7
1779906832041,baro,temp,19.91
1779906832041,baro,alt,500.9
1779906832143,gps,lat,-33.299225
1779906832143,gps,lon,-70.599355
1779906832143,gps,alt,501.0
1779906832946,imu,accel_x,-1.3
1779906832946,imu,accel_y,-0.51
1779906832946,imu,accel_z,9.84
1779906832946,imu,gyro_x,-0.29
1779906832946,imu,gyro_y,0.47000000000000003
1779906832946,imu,gyro_z,0.34
1779906832946,imu,mag_x,-27.900000000000002
1779906832946,imu,mag_y,-18.5
1779906832946,imu,mag_z,-6.0
1779906833044,baro,presion,1013.3
1779906833044,baro,temp,20.44
1779906833044,baro,alt,499.7
1779906833146,gps,lat,-33.300002
1779906833146,gps,lon,-70.599062
1779906833146,gps,alt,504.0
1779906833948,imu,accel_x,-0.7000000000000001
1779906833948,imu,accel_y,-1.92
1779906833948,imu,accel_z,9.790000000000001
1779906833948,imu,gyro_x,0.43
1779906833948,imu,gyro_y,0.3
1779906833948,imu,gyro_z,-0.44
1779906833948,imu,mag_x,-25.0
1779906833948,imu,mag_y,26.3
1779906833948,imu,mag_z,23.400000000000002
1779906834047,baro,presion,1012.4
1779906834047,baro,temp,19.64
1779906834047,baro,alt,499.0
1779906834148,gps,lat,-33.299685
1779906834148,gps,lon,-70.599634
1779906834148,gps,alt,495.0
1779906834950,imu,accel_x,-1.62
1779906834950,imu,accel_y,0.58
1779906834950,imu,accel_z,9.76
1779906834950,imu,gyro_x,0.19
1779906834950,imu,gyro_y,-0.17
1779906834950,imu,gyro_z,0.23
1779906834950,imu,mag_x,-2.6
1779906834950,imu,mag_y,-4.0
1779906834950,imu,mag_z,-2.6
1779906835050,baro,presion,1013.7
1779906835050,baro,temp,19.72
1779906835050,baro,alt,499.5
1779906835151,gps,lat,-33.299673
1779906835151,gps,lon,-70.600538
1779906835151,gps,alt,498.0
1779906835952,imu,accel_x,1.61
1779906835952,imu,accel_y,-1.9000000000000001
1779906835952,imu,accel_z,9.8
1779906835952,imu,gyro_x,0.4
1779906835952,imu,gyro_y,-0.37
1779906835952,imu,gyro_z,0.49
1779906835952,imu,mag_x,-5.5
